StudentID,CourseID,CourseName,Rating
50279,83,OSHA Fall Protection Course,74
50281,165,10 Hour Construction Industry,93
50281,83,OSHA Fall Protection Course,93
50282,165,10 Hour Construction Industry,94.5
50285,5,Occupational Safety and Health Standards for the Construction Industry,92
50286,165,10 Hour Construction Industry,72
50287,5,Occupational Safety and Health Standards for the Construction Industry,84
50288,165,10 Hour Construction Industry,91
50289,165,10 Hour Construction Industry,99
50290,168,30 Hour Construction Industry,82
50290,83,OSHA Fall Protection Course,80
50292,165,10 Hour Construction Industry,85
50292,166,10 Hour General Industry,83
50293,165,10 Hour Construction Industry,79
50293,166,10 Hour General Industry,76
50293,168,30 Hour Construction Industry,82
50294,89,OSHA Confined Space Entry for General Industry,70
50295,168,30 Hour Construction Industry,81
50295,66,Hazardous Waste Operations and Emergency Response,86
50296,165,10 Hour Construction Industry,70
50296,66,Hazardous Waste Operations and Emergency Response,79
50298,165,10 Hour Construction Industry,90
50299,165,10 Hour Construction Industry,90
50300,6,Occupational Safety and Health Standards for General Industry,93
50301,165,10 Hour Construction Industry,89
50302,165,10 Hour Construction Industry,75
50303,6,Occupational Safety and Health Standards for General Industry,70
50303,65,Hazardous Waste Operations and Emergency Response,95
50305,165,10 Hour Construction Industry,86
50306,165,10 Hour Construction Industry,78
50307,168,30 Hour Construction Industry,81
50308,165,10 Hour Construction Industry,72
50308,167,30 Hour  General Industry,77
50309,167,30 Hour  General Industry,82
50311,165,10 Hour Construction Industry,82
50312,165,10 Hour Construction Industry,93
50313,168,30 Hour Construction Industry,84
50313,71,OSHA Standards and Inspection Procedures,93
50314,166,10 Hour General Industry,77
50315,165,10 Hour Construction Industry,89.5
50316,165,10 Hour Construction Industry,94
50319,5,Occupational Safety and Health Standards for the Construction Industry,90
50320,165,10 Hour Construction Industry,99
50321,168,30 Hour Construction Industry,97
50322,93,OSHA Lockout and Tagout for General Industry,78
50323,165,10 Hour Construction Industry,78
50323,168,30 Hour Construction Industry,98
50323,83,OSHA Fall Protection Course,90
50324,166,10 Hour General Industry,93.5
50327,165,10 Hour Construction Industry,97
50327,166,10 Hour General Industry,85
50328,165,10 Hour Construction Industry,94
50329,167,30 Hour  General Industry,74
50330,165,10 Hour Construction Industry,74
50330,6,Occupational Safety and Health Standards for General Industry,80
50331,165,10 Hour Construction Industry,89
50331,168,30 Hour Construction Industry,78
50332,168,30 Hour Construction Industry,99
50333,166,10 Hour General Industry,81
50333,167,30 Hour  General Industry,96
50335,165,10 Hour Construction Industry,70
50335,168,30 Hour Construction Industry,72
50335,84,OSHA Stairways and Ladders Course,80
50336,68,Introduction to OSHA,98
50337,165,10 Hour Construction Industry,94
50337,166,10 Hour General Industry,79
50338,165,10 Hour Construction Industry,78
50338,91,OSHA Safety and Health Programs for General Industry,73
50339,165,10 Hour Construction Industry,80
50339,66,Hazardous Waste Operations and Emergency Response,91
50341,165,10 Hour Construction Industry,77
50342,165,10 Hour Construction Industry,82
50342,83,OSHA Fall Protection Course,81
50343,165,10 Hour Construction Industry,88
50343,66,Hazardous Waste Operations and Emergency Response,81
50344,166,10 Hour General Industry,80
50345,66,Hazardous Waste Operations and Emergency Response,88
50346,166,10 Hour General Industry,97
50346,167,30 Hour  General Industry,98
50348,5,Occupational Safety and Health Standards for the Construction Industry,81
50351,166,10 Hour General Industry,78
50351,168,30 Hour Construction Industry,76
50352,165,10 Hour Construction Industry,90
50353,168,30 Hour Construction Industry,70
50355,168,30 Hour Construction Industry,90
50357,166,10 Hour General Industry,84
50357,6,Occupational Safety and Health Standards for General Industry,80
50357,65,Hazardous Waste Operations and Emergency Response,77
50357,81,OSHA Scaffolds Course,93
50359,165,10 Hour Construction Industry,95
50360,66,Hazardous Waste Operations and Emergency Response,73
50360,84,OSHA Stairways and Ladders Course,78
50362,166,10 Hour General Industry,78
50363,165,10 Hour Construction Industry,97
50363,66,Hazardous Waste Operations and Emergency Response,99
50364,165,10 Hour Construction Industry,98
50364,166,10 Hour General Industry,85
50364,96,OSHA Fire Detection and Protection for General Industry,77
50367,165,10 Hour Construction Industry,78
50367,168,30 Hour Construction Industry,97
50368,165,10 Hour Construction Industry,85
50368,168,30 Hour Construction Industry,95
50369,165,10 Hour Construction Industry,98
50370,165,10 Hour Construction Industry,94
50370,166,10 Hour General Industry,81
50371,165,10 Hour Construction Industry,94
50373,165,10 Hour Construction Industry,81.5
50373,167,30 Hour  General Industry,80
50373,168,30 Hour Construction Industry,95
50373,66,Hazardous Waste Operations and Emergency Response,99
50374,165,10 Hour Construction Industry,82.5
50374,168,30 Hour Construction Industry,87
50375,165,10 Hour Construction Industry,96
50375,91,OSHA Safety and Health Programs for General Industry,70
50376,165,10 Hour Construction Industry,94
50376,65,Hazardous Waste Operations and Emergency Response,82
50377,165,10 Hour Construction Industry,81
50380,165,10 Hour Construction Industry,77
50380,167,30 Hour  General Industry,96
50382,65,Hazardous Waste Operations and Emergency Response,82
50383,165,10 Hour Construction Industry,80
50385,166,10 Hour General Industry,96
50385,168,30 Hour Construction Industry,87
50386,91,OSHA Safety and Health Programs for General Industry,84
50387,165,10 Hour Construction Industry,80
50387,66,Hazardous Waste Operations and Emergency Response,84
50388,78,OSHA Electrical for Construction,72
50388,81,OSHA Scaffolds Course,92
50389,165,10 Hour Construction Industry,85
50395,165,10 Hour Construction Industry,70
50395,65,Hazardous Waste Operations and Emergency Response,83
50396,165,10 Hour Construction Industry,91
50398,6,Occupational Safety and Health Standards for General Industry,95
50399,6,Occupational Safety and Health Standards for General Industry,79
50400,165,10 Hour Construction Industry,79
50400,168,30 Hour Construction Industry,79
50401,83,OSHA Fall Protection Course,90
50402,165,10 Hour Construction Industry,88.5
50402,166,10 Hour General Industry,87
50402,168,30 Hour Construction Industry,75
50402,65,Hazardous Waste Operations and Emergency Response,87
50402,89,OSHA Confined Space Entry for General Industry,75
50403,83,OSHA Fall Protection Course,99
50404,165,10 Hour Construction Industry,91
50404,166,10 Hour General Industry,88
50404,89,OSHA Confined Space Entry for General Industry,92
50404,93,OSHA Lockout and Tagout for General Industry,73
50405,89,OSHA Confined Space Entry for General Industry,89
50406,6,Occupational Safety and Health Standards for General Industry,75
50407,165,10 Hour Construction Industry,85
50408,5,Occupational Safety and Health Standards for the Construction Industry,73
50409,166,10 Hour General Industry,88
50410,168,30 Hour Construction Industry,77
50411,165,10 Hour Construction Industry,87.5
50412,165,10 Hour Construction Industry,73
50412,81,OSHA Scaffolds Course,99
50413,166,10 Hour General Industry,87
50414,166,10 Hour General Industry,91
50415,165,10 Hour Construction Industry,72
50416,166,10 Hour General Industry,97
50417,168,30 Hour Construction Industry,95
50418,166,10 Hour General Industry,84
50418,84,OSHA Stairways and Ladders Course,79
50420,145,4 Hour Record Keeping,90
50420,165,10 Hour Construction Industry,98
50421,88,OSHA Bloodborne Pathogens Course,81
50422,165,10 Hour Construction Industry,92
50424,168,30 Hour Construction Industry,77
50425,165,10 Hour Construction Industry,85
50425,167,30 Hour  General Industry,94
50426,165,10 Hour Construction Industry,86
50426,166,10 Hour General Industry,94
50427,165,10 Hour Construction Industry,93
50427,95,OSHA Personal Protective Equipment for General Industry,90
50428,165,10 Hour Construction Industry,89
50428,80,OSHA Fire Prevention for Construction,91
50429,83,OSHA Fall Protection Course,83
50430,166,10 Hour General Industry,76.5
50432,166,10 Hour General Industry,96
50434,166,10 Hour General Industry,94
50435,166,10 Hour General Industry,75
50436,166,10 Hour General Industry,85
50437,165,10 Hour Construction Industry,92
50437,166,10 Hour General Industry,86
50438,6,Occupational Safety and Health Standards for General Industry,85
50439,165,10 Hour Construction Industry,85.5
50439,168,30 Hour Construction Industry,91
50440,5,Occupational Safety and Health Standards for the Construction Industry,88
50440,76,OSHA Rigging and Material Handling,97
50441,168,30 Hour Construction Industry,71
50443,165,10 Hour Construction Industry,81
50444,165,10 Hour Construction Industry,71
50444,84,OSHA Stairways and Ladders Course,89
50445,166,10 Hour General Industry,74
50447,165,10 Hour Construction Industry,75
50448,93,OSHA Lockout and Tagout for General Industry,98
50449,90,Ergonomics for General Industry,85
50450,165,10 Hour Construction Industry,98
50450,167,30 Hour  General Industry,89
50452,168,30 Hour Construction Industry,85
50453,165,10 Hour Construction Industry,85
50453,168,30 Hour Construction Industry,84.5
50454,165,10 Hour Construction Industry,99
50454,166,10 Hour General Industry,72
50454,88,OSHA Bloodborne Pathogens Course,94
50455,165,10 Hour Construction Industry,95
50455,66,Hazardous Waste Operations and Emergency Response,87
50455,80,OSHA Fire Prevention for Construction,76
50456,165,10 Hour Construction Industry,95
50458,166,10 Hour General Industry,95
50461,166,10 Hour General Industry,83
50462,165,10 Hour Construction Industry,92
50463,166,10 Hour General Industry,74
50463,5,Occupational Safety and Health Standards for the Construction Industry,91
50464,65,Hazardous Waste Operations and Emergency Response,78
50465,83,OSHA Fall Protection Course,92
50466,165,10 Hour Construction Industry,77
50466,166,10 Hour General Industry,81
50466,168,30 Hour Construction Industry,87
50469,168,30 Hour Construction Industry,85.5
50470,165,10 Hour Construction Industry,72
50471,165,10 Hour Construction Industry,90
50471,166,10 Hour General Industry,96
50472,165,10 Hour Construction Industry,88
50472,81,OSHA Scaffolds Course,84
50473,165,10 Hour Construction Industry,79
50474,165,10 Hour Construction Industry,83
50474,166,10 Hour General Industry,90
50474,167,30 Hour  General Industry,99
50475,165,10 Hour Construction Industry,82.33333333
50475,166,10 Hour General Industry,89
50475,81,OSHA Scaffolds Course,89
50476,165,10 Hour Construction Industry,85
50476,166,10 Hour General Industry,71
50476,5,Occupational Safety and Health Standards for the Construction Industry,99
50476,88,OSHA Bloodborne Pathogens Course,93
50477,166,10 Hour General Industry,91
50478,165,10 Hour Construction Industry,83.5
50478,93,OSHA Lockout and Tagout for General Industry,76
50479,165,10 Hour Construction Industry,82.33333333
50479,168,30 Hour Construction Industry,77
50480,165,10 Hour Construction Industry,71
50480,166,10 Hour General Industry,90
50480,83,OSHA Fall Protection Course,84
50481,165,10 Hour Construction Industry,85
50481,166,10 Hour General Industry,87
50481,5,Occupational Safety and Health Standards for the Construction Industry,78
50481,79,OSHA Excavations for Construction,74
50485,165,10 Hour Construction Industry,70
50485,168,30 Hour Construction Industry,72
50486,165,10 Hour Construction Industry,83
50486,5,Occupational Safety and Health Standards for the Construction Industry,70
50488,89,OSHA Confined Space Entry for General Industry,96
50489,165,10 Hour Construction Industry,77
50489,166,10 Hour General Industry,89
50490,168,30 Hour Construction Industry,75
50491,165,10 Hour Construction Industry,77
50491,167,30 Hour  General Industry,88
50491,168,30 Hour Construction Industry,89
50491,84,OSHA Stairways and Ladders Course,77
50492,165,10 Hour Construction Industry,97
50492,168,30 Hour Construction Industry,94
50493,101,Hazardous Communication - General Industry - 1 Hour,84
50493,165,10 Hour Construction Industry,92
50494,78,OSHA Electrical for Construction,71
50494,81,OSHA Scaffolds Course,71
50495,166,10 Hour General Industry,76
50496,5,Occupational Safety and Health Standards for the Construction Industry,86
50500,166,10 Hour General Industry,79
50500,168,30 Hour Construction Industry,85
50500,93,OSHA Lockout and Tagout for General Industry,77
50504,167,30 Hour  General Industry,88
50505,166,10 Hour General Industry,94
50505,93,OSHA Lockout and Tagout for General Industry,99
50506,166,10 Hour General Industry,82.5
50508,165,10 Hour Construction Industry,78
50508,66,Hazardous Waste Operations and Emergency Response,82
50509,165,10 Hour Construction Industry,99
50509,66,Hazardous Waste Operations and Emergency Response,89
50510,165,10 Hour Construction Industry,74
50511,168,30 Hour Construction Industry,99
50512,165,10 Hour Construction Industry,78
50512,66,Hazardous Waste Operations and Emergency Response,85
50514,167,30 Hour  General Industry,79
50514,5,Occupational Safety and Health Standards for the Construction Industry,74
50515,165,10 Hour Construction Industry,87
50515,168,30 Hour Construction Industry,77
50515,66,Hazardous Waste Operations and Emergency Response,72
50517,66,Hazardous Waste Operations and Emergency Response,79
50517,81,OSHA Scaffolds Course,91
50518,65,Hazardous Waste Operations and Emergency Response,72
50518,66,Hazardous Waste Operations and Emergency Response,90
50518,83,OSHA Fall Protection Course,92
50519,166,10 Hour General Industry,93
50519,168,30 Hour Construction Industry,74
50520,165,10 Hour Construction Industry,83
50522,88,OSHA Bloodborne Pathogens Course,89
50523,65,Hazardous Waste Operations and Emergency Response,82
50524,166,10 Hour General Industry,93
50525,165,10 Hour Construction Industry,78
50526,165,10 Hour Construction Industry,98
50527,165,10 Hour Construction Industry,83.33333333
50527,168,30 Hour Construction Industry,76
50528,165,10 Hour Construction Industry,86.5
50529,165,10 Hour Construction Industry,99
50529,90,Ergonomics for General Industry,93
50531,165,10 Hour Construction Industry,94
50533,66,Hazardous Waste Operations and Emergency Response,80
50534,83,OSHA Fall Protection Course,82
50535,165,10 Hour Construction Industry,98
50535,167,30 Hour  General Industry,79
50536,81,OSHA Scaffolds Course,84
50538,166,10 Hour General Industry,85
50538,168,30 Hour Construction Industry,74
50538,82,OSHA Personal Protective Equipment,80
50540,166,10 Hour General Industry,81.5
50540,167,30 Hour  General Industry,85
50540,5,Occupational Safety and Health Standards for the Construction Industry,97
50541,166,10 Hour General Industry,85
50541,168,30 Hour Construction Industry,79
50542,168,30 Hour Construction Industry,87
50543,168,30 Hour Construction Industry,81
50545,165,10 Hour Construction Industry,81
50545,83,OSHA Fall Protection Course,84
50546,166,10 Hour General Industry,88
50547,76,OSHA Rigging and Material Handling,94
50548,168,30 Hour Construction Industry,82
50549,165,10 Hour Construction Industry,86
50549,84,OSHA Stairways and Ladders Course,71
50550,5,Occupational Safety and Health Standards for the Construction Industry,94
50551,91,OSHA Safety and Health Programs for General Industry,98
50552,166,10 Hour General Industry,79
50553,5,Occupational Safety and Health Standards for the Construction Industry,70
50553,88,OSHA Bloodborne Pathogens Course,76
50554,165,10 Hour Construction Industry,87.5
50554,168,30 Hour Construction Industry,97
50555,165,10 Hour Construction Industry,91
50555,166,10 Hour General Industry,89
50555,167,30 Hour  General Industry,72
50555,81,OSHA Scaffolds Course,97
50556,168,30 Hour Construction Industry,81
50557,165,10 Hour Construction Industry,85
50558,165,10 Hour Construction Industry,88.5
50558,5,Occupational Safety and Health Standards for the Construction Industry,80
50559,165,10 Hour Construction Industry,72
50559,168,30 Hour Construction Industry,72.5
50560,165,10 Hour Construction Industry,75
50563,88,OSHA Bloodborne Pathogens Course,90
50564,166,10 Hour General Industry,90
50564,167,30 Hour  General Industry,84
50566,166,10 Hour General Industry,83.5
50566,5,Occupational Safety and Health Standards for the Construction Industry,91
50567,165,10 Hour Construction Industry,74.5
50568,165,10 Hour Construction Industry,95
50569,165,10 Hour Construction Industry,77
50570,168,30 Hour Construction Industry,88
50571,168,30 Hour Construction Industry,99
50571,5,Occupational Safety and Health Standards for the Construction Industry,97
50572,168,30 Hour Construction Industry,85.5
50573,6,Occupational Safety and Health Standards for General Industry,86
50574,167,30 Hour  General Industry,93
50574,168,30 Hour Construction Industry,95
50576,165,10 Hour Construction Industry,99
50577,168,30 Hour Construction Industry,76
50577,6,Occupational Safety and Health Standards for General Industry,98
50579,165,10 Hour Construction Industry,70
50579,90,Ergonomics for General Industry,91
50580,168,30 Hour Construction Industry,98
50580,66,Hazardous Waste Operations and Emergency Response,70
50581,165,10 Hour Construction Industry,95
50582,5,Occupational Safety and Health Standards for the Construction Industry,93
50583,80,OSHA Fire Prevention for Construction,87
50584,83,OSHA Fall Protection Course,73
50585,166,10 Hour General Industry,70
50585,76,OSHA Rigging and Material Handling,87
50586,165,10 Hour Construction Industry,84
50587,83,OSHA Fall Protection Course,87
50589,165,10 Hour Construction Industry,78
