StudentID,CourseID,CourseName,,,Rating
50190,165,10 Hour Construction Industry,,,94
50190,167,30 Hour  General Industry,,,72
50192,165,10 Hour Construction Industry,,,91
50192,83,OSHA Fall Protection Course,,,98
50195,168,30 Hour Construction Industry,,,81
50196,166,10 Hour General Industry,,,95
50198,165,10 Hour Construction Industry,,,91
50198,5,Occupational Safety and Health Standards for the Construction Industry,,,78
50199,165,10 Hour Construction Industry,,,94
50199,84,OSHA Stairways and Ladders Course,,,98
50199,93,OSHA Lockout and Tagout for General Industry,,,95
50200,5,Occupational Safety and Health Standards for the Construction Industry,,,82
50201,165,10 Hour Construction Industry,,,76
50201,166,10 Hour General Industry,,,79
50201,89,OSHA Confined Space Entry for General Industry,,,72
50203,165,10 Hour Construction Industry,,,85.5
50203,168,30 Hour Construction Industry,,,95
50204,168,30 Hour Construction Industry,,,87
50206,5,Occupational Safety and Health Standards for the Construction Industry,,,100
50207,165,10 Hour Construction Industry,,,88
50209,167,30 Hour  General Industry,,,97
50210,166,10 Hour General Industry,,,93
50211,165,10 Hour Construction Industry,,,78
50211,168,30 Hour Construction Industry,,,71
50211,83,OSHA Fall Protection Course,,,88
50212,166,10 Hour General Industry,,,83
50213,165,10 Hour Construction Industry,,,91
50214,66,Hazardous Waste Operations and Emergency Response,,,84
50214,88,OSHA Bloodborne Pathogens Course,,,80
50215,166,10 Hour General Industry,,,86
50216,81,OSHA Scaffolds Course,,,78
50217,165,10 Hour Construction Industry,,,98
50219,168,30 Hour Construction Industry,,,78
50220,165,10 Hour Construction Industry,,,76
50220,5,Occupational Safety and Health Standards for the Construction Industry,,,96
50220,66,Hazardous Waste Operations and Emergency Response,,,73
50222,165,10 Hour Construction Industry,,,92
50223,165,10 Hour Construction Industry,,,74.66666667
50223,166,10 Hour General Industry,,,77
50225,5,Occupational Safety and Health Standards for the Construction Industry,,,96
50226,165,10 Hour Construction Industry,,,89
50226,167,30 Hour  General Industry,,,88
50227,165,10 Hour Construction Industry,,,88
50227,66,Hazardous Waste Operations and Emergency Response,,,95
50230,165,10 Hour Construction Industry,,,96
50231,165,10 Hour Construction Industry,,,88
50231,168,30 Hour Construction Industry,,,85
50232,5,Occupational Safety and Health Standards for the Construction Industry,,,74
50232,65,Hazardous Waste Operations and Emergency Response,,,79
50234,165,10 Hour Construction Industry,,,81
50234,166,10 Hour General Industry,,,85
50235,66,Hazardous Waste Operations and Emergency Response,,,80
50237,167,30 Hour  General Industry,,,71
50238,165,10 Hour Construction Industry,,,84
50238,82,OSHA Personal Protective Equipment,,,78
50241,166,10 Hour General Industry,,,73
50241,168,30 Hour Construction Industry,,,93
50242,168,30 Hour Construction Industry,,,75
50242,68,Introduction to OSHA,,,99
50243,88,OSHA Bloodborne Pathogens Course,,,94
50244,165,10 Hour Construction Industry,,,82.5
50245,165,10 Hour Construction Industry,,,78
50245,168,30 Hour Construction Industry,,,86
50248,165,10 Hour Construction Industry,,,80
50248,5,Occupational Safety and Health Standards for the Construction Industry,,,71
50248,88,OSHA Bloodborne Pathogens Course,,,84
50249,65,Hazardous Waste Operations and Emergency Response,,,89
50250,165,10 Hour Construction Industry,,,89
50250,168,30 Hour Construction Industry,,,85
50250,5,Occupational Safety and Health Standards for the Construction Industry,,,88
50250,91,OSHA Safety and Health Programs for General Industry,,,78
50251,88,OSHA Bloodborne Pathogens Course,,,93
50253,165,10 Hour Construction Industry,,,72
50253,166,10 Hour General Industry,,,89
50254,165,10 Hour Construction Industry,,,81
50254,168,30 Hour Construction Industry,,,91
50255,165,10 Hour Construction Industry,,,94
50255,168,30 Hour Construction Industry,,,88
50257,6,Occupational Safety and Health Standards for General Industry,,,73
50258,168,30 Hour Construction Industry,,,87
50258,88,OSHA Bloodborne Pathogens Course,,,92
50260,165,10 Hour Construction Industry,,,88
50261,165,10 Hour Construction Industry,,,94
50262,168,30 Hour Construction Industry,,,85
50262,65,Hazardous Waste Operations and Emergency Response,,,80
50264,165,10 Hour Construction Industry,,,74
50264,78,OSHA Electrical for Construction,,,87
50265,165,10 Hour Construction Industry,,,71
50266,81,OSHA Scaffolds Course,,,83
50267,66,Hazardous Waste Operations and Emergency Response,,,79
50267,81,OSHA Scaffolds Course,,,77
50268,165,10 Hour Construction Industry,,,85
50269,166,10 Hour General Industry,,,89
50271,166,10 Hour General Industry,,,92
50271,80,OSHA Fire Prevention for Construction,,,89
50273,81,OSHA Scaffolds Course,,,76
50275,165,10 Hour Construction Industry,,,94
50277,79,OSHA Excavations for Construction,,,71
50278,6,Occupational Safety and Health Standards for General Industry,,,92
50279,168,30 Hour Construction Industry,,,87
50279,5,Occupational Safety and Health Standards for the Construction Industry,,,81
50279,83,OSHA Fall Protection Course,,,75
50281,165,10 Hour Construction Industry,,,94
50281,83,OSHA Fall Protection Course,,,94
50282,165,10 Hour Construction Industry,,,95.5
50285,5,Occupational Safety and Health Standards for the Construction Industry,,,93
50286,165,10 Hour Construction Industry,,,73
50287,5,Occupational Safety and Health Standards for the Construction Industry,,,85
50288,165,10 Hour Construction Industry,,,92
50289,165,10 Hour Construction Industry,,,100
50290,168,30 Hour Construction Industry,,,83
50290,83,OSHA Fall Protection Course,,,81
50292,165,10 Hour Construction Industry,,,86
50292,166,10 Hour General Industry,,,84
50293,165,10 Hour Construction Industry,,,80
50293,166,10 Hour General Industry,,,77
50293,168,30 Hour Construction Industry,,,83
50294,89,OSHA Confined Space Entry for General Industry,,,71
50295,168,30 Hour Construction Industry,,,82
50295,66,Hazardous Waste Operations and Emergency Response,,,87
50296,165,10 Hour Construction Industry,,,71
50296,66,Hazardous Waste Operations and Emergency Response,,,80
50298,165,10 Hour Construction Industry,,,91
50299,165,10 Hour Construction Industry,,,91
50300,6,Occupational Safety and Health Standards for General Industry,,,94
50301,165,10 Hour Construction Industry,,,90
50302,165,10 Hour Construction Industry,,,76
50303,6,Occupational Safety and Health Standards for General Industry,,,71
50303,65,Hazardous Waste Operations and Emergency Response,,,96
50305,165,10 Hour Construction Industry,,,87
50306,165,10 Hour Construction Industry,,,79
50307,168,30 Hour Construction Industry,,,82
50308,165,10 Hour Construction Industry,,,73
50308,167,30 Hour  General Industry,,,78
50309,167,30 Hour  General Industry,,,83
50311,165,10 Hour Construction Industry,,,83
50312,165,10 Hour Construction Industry,,,94
50313,168,30 Hour Construction Industry,,,85
50313,71,OSHA Standards and Inspection Procedures,,,94
50314,166,10 Hour General Industry,,,78
50315,165,10 Hour Construction Industry,,,90.5
50316,165,10 Hour Construction Industry,,,95
50319,5,Occupational Safety and Health Standards for the Construction Industry,,,91
50320,165,10 Hour Construction Industry,,,100
50321,168,30 Hour Construction Industry,,,98
50322,93,OSHA Lockout and Tagout for General Industry,,,79
50323,165,10 Hour Construction Industry,,,79
50323,168,30 Hour Construction Industry,,,99
50323,83,OSHA Fall Protection Course,,,91
50324,166,10 Hour General Industry,,,94.5
50327,165,10 Hour Construction Industry,,,98
50327,166,10 Hour General Industry,,,86
50328,165,10 Hour Construction Industry,,,95
50329,167,30 Hour  General Industry,,,75
50330,165,10 Hour Construction Industry,,,75
50330,6,Occupational Safety and Health Standards for General Industry,,,81
50331,165,10 Hour Construction Industry,,,90
50331,168,30 Hour Construction Industry,,,79
50332,168,30 Hour Construction Industry,,,100
50333,166,10 Hour General Industry,,,82
50333,167,30 Hour  General Industry,,,97
50335,165,10 Hour Construction Industry,,,71
50335,168,30 Hour Construction Industry,,,73
50335,84,OSHA Stairways and Ladders Course,,,81
50336,68,Introduction to OSHA,,,99
50337,165,10 Hour Construction Industry,,,95
50337,166,10 Hour General Industry,,,80
50338,165,10 Hour Construction Industry,,,79
50338,91,OSHA Safety and Health Programs for General Industry,,,74
50339,165,10 Hour Construction Industry,,,81
50339,66,Hazardous Waste Operations and Emergency Response,,,92
50341,165,10 Hour Construction Industry,,,78
50342,165,10 Hour Construction Industry,,,83
50342,83,OSHA Fall Protection Course,,,82
50343,165,10 Hour Construction Industry,,,89
50343,66,Hazardous Waste Operations and Emergency Response,,,82
50344,166,10 Hour General Industry,,,81
50345,66,Hazardous Waste Operations and Emergency Response,,,89
50346,166,10 Hour General Industry,,,98
50346,167,30 Hour  General Industry,,,99
50348,5,Occupational Safety and Health Standards for the Construction Industry,,,82
50351,166,10 Hour General Industry,,,79
50351,168,30 Hour Construction Industry,,,77
50352,165,10 Hour Construction Industry,,,91
50353,168,30 Hour Construction Industry,,,71
50355,168,30 Hour Construction Industry,,,91
50357,166,10 Hour General Industry,,,85
50357,6,Occupational Safety and Health Standards for General Industry,,,81
50357,65,Hazardous Waste Operations and Emergency Response,,,78
50357,81,OSHA Scaffolds Course,,,94
50359,165,10 Hour Construction Industry,,,96
50360,66,Hazardous Waste Operations and Emergency Response,,,74
50360,84,OSHA Stairways and Ladders Course,,,79
50362,166,10 Hour General Industry,,,79
50363,165,10 Hour Construction Industry,,,98
50363,66,Hazardous Waste Operations and Emergency Response,,,100
50364,165,10 Hour Construction Industry,,,99
50364,166,10 Hour General Industry,,,86
50364,96,OSHA Fire Detection and Protection for General Industry,,,78
50367,165,10 Hour Construction Industry,,,79
50367,168,30 Hour Construction Industry,,,98
50368,165,10 Hour Construction Industry,,,86
50368,168,30 Hour Construction Industry,,,96
50369,165,10 Hour Construction Industry,,,99
50370,165,10 Hour Construction Industry,,,95
50370,166,10 Hour General Industry,,,82
50371,165,10 Hour Construction Industry,,,95
50373,165,10 Hour Construction Industry,,,82.5
50373,167,30 Hour  General Industry,,,81
50373,168,30 Hour Construction Industry,,,96
50373,66,Hazardous Waste Operations and Emergency Response,,,100
50374,165,10 Hour Construction Industry,,,83.5
50374,168,30 Hour Construction Industry,,,88
50375,165,10 Hour Construction Industry,,,97
50375,91,OSHA Safety and Health Programs for General Industry,,,71
50376,165,10 Hour Construction Industry,,,95
50376,65,Hazardous Waste Operations and Emergency Response,,,83
50377,165,10 Hour Construction Industry,,,82
50380,165,10 Hour Construction Industry,,,78
50380,167,30 Hour  General Industry,,,97
50382,65,Hazardous Waste Operations and Emergency Response,,,83
50383,165,10 Hour Construction Industry,,,81
50385,166,10 Hour General Industry,,,97
50385,168,30 Hour Construction Industry,,,88
50386,91,OSHA Safety and Health Programs for General Industry,,,85
50387,165,10 Hour Construction Industry,,,81
50387,66,Hazardous Waste Operations and Emergency Response,,,85
50388,78,OSHA Electrical for Construction,,,73
50388,81,OSHA Scaffolds Course,,,93
50389,165,10 Hour Construction Industry,,,86
50395,165,10 Hour Construction Industry,,,71
50395,65,Hazardous Waste Operations and Emergency Response,,,84
50396,165,10 Hour Construction Industry,,,92
50398,6,Occupational Safety and Health Standards for General Industry,,,96
50399,6,Occupational Safety and Health Standards for General Industry,,,80
50400,165,10 Hour Construction Industry,,,80
50400,168,30 Hour Construction Industry,,,80
50401,83,OSHA Fall Protection Course,,,91
50402,165,10 Hour Construction Industry,,,89.5
50402,166,10 Hour General Industry,,,88
50402,168,30 Hour Construction Industry,,,76
50402,65,Hazardous Waste Operations and Emergency Response,,,88
50402,89,OSHA Confined Space Entry for General Industry,,,76
50403,83,OSHA Fall Protection Course,,,100
50404,165,10 Hour Construction Industry,,,92
50404,166,10 Hour General Industry,,,89
50404,89,OSHA Confined Space Entry for General Industry,,,93
50404,93,OSHA Lockout and Tagout for General Industry,,,74
50405,89,OSHA Confined Space Entry for General Industry,,,90
50406,6,Occupational Safety and Health Standards for General Industry,,,76
50407,165,10 Hour Construction Industry,,,86
50408,5,Occupational Safety and Health Standards for the Construction Industry,,,74
50409,166,10 Hour General Industry,,,89
50410,168,30 Hour Construction Industry,,,78
50411,165,10 Hour Construction Industry,,,88.5
50412,165,10 Hour Construction Industry,,,74
50412,81,OSHA Scaffolds Course,,,100
50413,166,10 Hour General Industry,,,88
50414,166,10 Hour General Industry,,,92
50415,165,10 Hour Construction Industry,,,73
50416,166,10 Hour General Industry,,,98
50417,168,30 Hour Construction Industry,,,96
50418,166,10 Hour General Industry,,,85
50418,84,OSHA Stairways and Ladders Course,,,80
50420,145,4 Hour Record Keeping,,,91
50420,165,10 Hour Construction Industry,,,99
50421,88,OSHA Bloodborne Pathogens Course,,,82
50422,165,10 Hour Construction Industry,,,93
50424,168,30 Hour Construction Industry,,,78
50425,165,10 Hour Construction Industry,,,86
50425,167,30 Hour  General Industry,,,95
50426,165,10 Hour Construction Industry,,,87
50426,166,10 Hour General Industry,,,95
50427,165,10 Hour Construction Industry,,,94
50427,95,OSHA Personal Protective Equipment for General Industry,,,91
50428,165,10 Hour Construction Industry,,,90
50428,80,OSHA Fire Prevention for Construction,,,92
50429,83,OSHA Fall Protection Course,,,84
50430,166,10 Hour General Industry,,,77.5
50432,166,10 Hour General Industry,,,97
50434,166,10 Hour General Industry,,,95
50435,166,10 Hour General Industry,,,76
50436,166,10 Hour General Industry,,,86
50437,165,10 Hour Construction Industry,,,93
50437,166,10 Hour General Industry,,,87
50438,6,Occupational Safety and Health Standards for General Industry,,,86
50439,165,10 Hour Construction Industry,,,86.5
50439,168,30 Hour Construction Industry,,,92
50440,5,Occupational Safety and Health Standards for the Construction Industry,,,89
50440,76,OSHA Rigging and Material Handling,,,98
50441,168,30 Hour Construction Industry,,,72
50443,165,10 Hour Construction Industry,,,82
50444,165,10 Hour Construction Industry,,,72
50444,84,OSHA Stairways and Ladders Course,,,90
50445,166,10 Hour General Industry,,,75
50447,165,10 Hour Construction Industry,,,76
50448,93,OSHA Lockout and Tagout for General Industry,,,99
50449,90,Ergonomics for General Industry,,,86
50450,165,10 Hour Construction Industry,,,99
50450,167,30 Hour  General Industry,,,90
50452,168,30 Hour Construction Industry,,,86
50453,165,10 Hour Construction Industry,,,86
50453,168,30 Hour Construction Industry,,,85.5
50454,165,10 Hour Construction Industry,,,100
50454,166,10 Hour General Industry,,,73
50454,88,OSHA Bloodborne Pathogens Course,,,95
50455,165,10 Hour Construction Industry,,,96
50455,66,Hazardous Waste Operations and Emergency Response,,,88
50455,80,OSHA Fire Prevention for Construction,,,77
50456,165,10 Hour Construction Industry,,,96
50458,166,10 Hour General Industry,,,96
50461,166,10 Hour General Industry,,,84
50462,165,10 Hour Construction Industry,,,93
50463,166,10 Hour General Industry,,,75
50463,5,Occupational Safety and Health Standards for the Construction Industry,,,92
50464,65,Hazardous Waste Operations and Emergency Response,,,79
50465,83,OSHA Fall Protection Course,,,93
50466,165,10 Hour Construction Industry,,,78
50466,166,10 Hour General Industry,,,82
50466,168,30 Hour Construction Industry,,,88
50469,168,30 Hour Construction Industry,,,86.5
50470,165,10 Hour Construction Industry,,,73
50471,165,10 Hour Construction Industry,,,91
50471,166,10 Hour General Industry,,,97
50472,165,10 Hour Construction Industry,,,89
50472,81,OSHA Scaffolds Course,,,85
50473,165,10 Hour Construction Industry,,,80
50474,165,10 Hour Construction Industry,,,84
50474,166,10 Hour General Industry,,,91
50474,167,30 Hour  General Industry,,,100
50475,165,10 Hour Construction Industry,,,83.33333333
50475,166,10 Hour General Industry,,,90
50475,81,OSHA Scaffolds Course,,,90
50476,165,10 Hour Construction Industry,,,86
50476,166,10 Hour General Industry,,,72
50476,5,Occupational Safety and Health Standards for the Construction Industry,,,100
50476,88,OSHA Bloodborne Pathogens Course,,,94
50477,166,10 Hour General Industry,,,92
50478,165,10 Hour Construction Industry,,,84.5
50478,93,OSHA Lockout and Tagout for General Industry,,,77
50479,165,10 Hour Construction Industry,,,83.33333333
50479,168,30 Hour Construction Industry,,,78
50480,165,10 Hour Construction Industry,,,72
50480,166,10 Hour General Industry,,,91
50480,83,OSHA Fall Protection Course,,,85
50481,165,10 Hour Construction Industry,,,86
50481,166,10 Hour General Industry,,,88
50481,5,Occupational Safety and Health Standards for the Construction Industry,,,79
50481,79,OSHA Excavations for Construction,,,75
50485,165,10 Hour Construction Industry,,,71
50485,168,30 Hour Construction Industry,,,73
50486,165,10 Hour Construction Industry,,,84
50486,5,Occupational Safety and Health Standards for the Construction Industry,,,71
50488,89,OSHA Confined Space Entry for General Industry,,,97
50489,165,10 Hour Construction Industry,,,78
50489,166,10 Hour General Industry,,,90
50490,168,30 Hour Construction Industry,,,76
50491,165,10 Hour Construction Industry,,,78
50491,167,30 Hour  General Industry,,,89
50491,168,30 Hour Construction Industry,,,90
50491,84,OSHA Stairways and Ladders Course,,,78
50492,165,10 Hour Construction Industry,,,98
50492,168,30 Hour Construction Industry,,,95
50493,101,Hazardous Communication - General Industry - 1 Hour,,,85
50493,165,10 Hour Construction Industry,,,93
50494,78,OSHA Electrical for Construction,,,72
50494,81,OSHA Scaffolds Course,,,72
50495,166,10 Hour General Industry,,,77
50496,5,Occupational Safety and Health Standards for the Construction Industry,,,87
50500,166,10 Hour General Industry,,,80
50500,168,30 Hour Construction Industry,,,86
50500,93,OSHA Lockout and Tagout for General Industry,,,78
50504,167,30 Hour  General Industry,,,89
50505,166,10 Hour General Industry,,,95
50505,93,OSHA Lockout and Tagout for General Industry,,,100
50506,166,10 Hour General Industry,,,83.5
50508,165,10 Hour Construction Industry,,,79
50508,66,Hazardous Waste Operations and Emergency Response,,,83
50509,165,10 Hour Construction Industry,,,100
50509,66,Hazardous Waste Operations and Emergency Response,,,90
50510,165,10 Hour Construction Industry,,,75
50511,168,30 Hour Construction Industry,,,100
50512,165,10 Hour Construction Industry,,,79
50512,66,Hazardous Waste Operations and Emergency Response,,,86
50514,167,30 Hour  General Industry,,,80
50514,5,Occupational Safety and Health Standards for the Construction Industry,,,75
50515,165,10 Hour Construction Industry,,,88
50515,168,30 Hour Construction Industry,,,78
50515,66,Hazardous Waste Operations and Emergency Response,,,73
50517,66,Hazardous Waste Operations and Emergency Response,,,80
50517,81,OSHA Scaffolds Course,,,92
50518,65,Hazardous Waste Operations and Emergency Response,,,73
50518,66,Hazardous Waste Operations and Emergency Response,,,91
50518,83,OSHA Fall Protection Course,,,93
50519,166,10 Hour General Industry,,,94
50519,168,30 Hour Construction Industry,,,75
50520,165,10 Hour Construction Industry,,,84
50522,88,OSHA Bloodborne Pathogens Course,,,90
50523,65,Hazardous Waste Operations and Emergency Response,,,83
50524,166,10 Hour General Industry,,,94
50525,165,10 Hour Construction Industry,,,79
50526,165,10 Hour Construction Industry,,,99
50527,165,10 Hour Construction Industry,,,84.33333333
50527,168,30 Hour Construction Industry,,,77
50528,165,10 Hour Construction Industry,,,87.5
50529,165,10 Hour Construction Industry,,,100
50529,90,Ergonomics for General Industry,,,94
50531,165,10 Hour Construction Industry,,,95
50533,66,Hazardous Waste Operations and Emergency Response,,,81
50534,83,OSHA Fall Protection Course,,,83
50535,165,10 Hour Construction Industry,,,99
50535,167,30 Hour  General Industry,,,80
50536,81,OSHA Scaffolds Course,,,85
50538,166,10 Hour General Industry,,,86
50538,168,30 Hour Construction Industry,,,75
50538,82,OSHA Personal Protective Equipment,,,81
50540,166,10 Hour General Industry,,,82.5
50540,167,30 Hour  General Industry,,,86
50540,5,Occupational Safety and Health Standards for the Construction Industry,,,98
50541,166,10 Hour General Industry,,,86
